Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QLD,QLD,QLD,QLD,QLD,QLD
Date,,,,,,
21/06/2006,1.972140908241272,2.257812976837158,2.28125,2.254688024520874,2.280313014984131,761600
22/06/2006,1.9257375001907349,2.20468807220459,2.2540628910064697,2.1806249618530273,2.25,6806400
23/06/2006,1.9200043678283691,2.198124885559082,2.2362499237060547,2.171250104904175,2.195312976837158,1705600
26/06/2006,1.9271016120910645,2.206249952316284,2.21875,2.1875,2.203125,1811200
27/06/2006,1.855040192604065,2.1237499713897705,2.2093749046325684,2.1237499713897705,2.2093749046325684,3196800
28/06/2006,1.8776963949203491,2.1496880054473877,2.1543750762939453,2.106874942779541,2.132812976837158,3187200
29/06/2006,1.9912480115890503,2.2796878814697266,2.2796878814697266,2.166563034057617,2.176563024520874,5644800
30/06/2006,1.972140908241272,2.257812976837158,2.296875,2.255625009536743,2.296875,7584000
03/07/2006,1.995069980621338,2.2840631008148193,2.285938024520874,2.270625114440918,2.2750000953674316,1190400
05/07/2006,1.9164570569992065,2.1940629482269287,2.2431249618530273,2.1878130435943604,2.242187976837158,4950400
06/07/2006,1.9052650928497314,2.1812500953674316,2.221874952316284,2.17343807220459,2.20468807220459,2684800
07/07/2006,1.863502860069275,2.1334381103515625,2.184375047683716,2.1203129291534424,2.14218807220459,2294400
10/07/2006,1.8326574563980103,2.0981249809265137,2.161562919616699,2.0793750286102295,2.153125047683716,3993600
11/07/2006,1.8626830577850342,2.132499933242798,2.1384379863739014,2.067500114440918,2.0824999809265137,5302400
12/07/2006,1.7889838218688965,2.0481250286102295,2.125,2.0374999046325684,2.119374990463257,7299200
13/07/2006,1.7319355010986328,1.9828130006790161,2.0578129291534424,1.978124976158142,2.0578129291534424,13372800
14/07/2006,1.69645094871521,1.942188024520874,1.979688048362732,1.921875,1.975000023841858,6928000
17/07/2006,1.7046393156051636,1.9515630006790161,1.96875,1.9262499809265137,1.957813024520874,4934400
18/07/2006,1.7141927480697632,1.962499976158142,1.975000023841858,1.896875023841858,1.96875,13027200
19/07/2006,1.7513152360916138,2.005000114440918,2.033437967300415,1.9565629959106445,1.957813024520874,8470400
20/07/2006,1.7035479545593262,1.9503129720687866,2.028125047683716,1.948438048362732,2.028125047683716,6009600
21/07/2006,1.6650598049163818,1.90625,1.9375,1.903749942779541,1.9165630340576172,9315200
24/07/2006,1.7264761924743652,1.9765629768371582,1.9831249713897705,1.9215630292892456,1.9215630292892456,7667200
25/07/2006,1.743399739265442,1.9959379434585571,2.018749952316284,1.961562991142273,1.9859379529953003,10841600
26/07/2006,1.7469477653503418,2.0,2.030937910079956,1.962499976158142,1.9874999523162842,11750400
27/07/2006,1.729205846786499,1.979688048362732,2.046875,1.962499976158142,2.0421879291534424,6019200
28/07/2006,1.7982642650604248,2.0587499141693115,2.0587499141693115,1.989063024520874,2.00156307220459,3376000
31/07/2006,1.794716238975525,2.054687976837158,2.0765628814697266,2.0296878814697266,2.043750047683716,4979200
01/08/2006,1.7332998514175415,1.984375,2.01718807220459,1.962499976158142,2.01718807220459,7804800
02/08/2006,1.765236496925354,2.020937919616699,2.0531249046325684,2.003124952316284,2.007812976837158,6969600
03/08/2006,1.794716238975525,2.054687976837158,2.075000047683716,1.984375,1.9859379529953003,9980800
04/08/2006,1.7783387899398804,2.035938024520874,2.109375,1.9971879720687866,2.092813014984131,9408000
07/08/2006,1.7567741870880127,2.0112500190734863,2.0296878814697266,1.9921879768371582,2.0218749046325684,8508800
08/08/2006,1.7346649169921875,1.9859379529953003,2.03125,1.9656250476837158,2.018749952316284,14419200
09/08/2006,1.733845591545105,1.9850000143051147,2.0687499046325684,1.978124976158142,2.012813091278076,14412800
10/08/2006,1.755955696105957,2.010313034057617,2.025624990463257,1.9656250476837158,1.986562967300415,11641600
11/08/2006,1.738759160041809,1.990625023841858,2.00156307220459,1.9703129529953003,1.990625023841858,6652800
14/08/2006,1.7545905113220215,2.0087499618530273,2.0625,2.0037500858306885,2.015312910079956,9660800
15/08/2006,1.846032738685608,2.1134378910064697,2.140625,2.046562910079956,2.074687957763672,11027200
16/08/2006,1.9339263439178467,2.2140629291534424,2.216249942779541,2.128124952316284,2.140625,15520000
17/08/2006,1.946209192276001,2.2281250953674316,2.2593750953674316,2.200000047683716,2.2171878814697266,22172800
18/08/2006,1.9434797763824463,2.2249999046325684,2.2356250286102295,2.179687976837158,2.22031307220459,8467200
21/08/2006,1.9079943895339966,2.184375047683716,2.2059381008148193,2.17343807220459,2.1887500286102295,8137600
22/08/2006,1.9129080772399902,2.190000057220459,2.233750104904175,2.171562910079956,2.2071878910064697,8134400
23/08/2006,1.8806984424591064,2.153125047683716,2.2174999713897705,2.137500047683716,2.195625066757202,9299200
24/08/2006,1.895166039466858,2.1696879863739014,2.179687976837158,2.1343750953674316,2.1781249046325684,9216000
25/08/2006,1.9025355577468872,2.1781249046325684,2.2121880054473877,2.1468749046325684,2.1468749046325684,7628800
28/08/2006,1.9298310279846191,2.2093749046325684,2.221874952316284,2.171875,2.171875,8294400
29/08/2006,1.942115068435669,2.223438024520874,2.226562976837158,2.161562919616699,2.206249952316284,13308800
30/08/2006,1.9593111276626587,2.2431249618530273,2.2453129291534424,2.206249952316284,2.2256250381469727,11292800
31/08/2006,1.9571269750595093,2.2406249046325684,2.2543749809265137,2.226562976837158,2.242187976837158,4697600
01/09/2006,1.9748705625534058,2.2609379291534424,2.273437976837158,2.2403130531311035,2.2718749046325684,9248000
05/09/2006,2.010354995727539,2.301563024520874,2.3053131103515625,2.231250047683716,2.2637500762939453,10726400
06/09/2006,1.9320151805877686,2.2118749618530273,2.271250009536743,2.203125,2.2593750953674316,11699200
07/09/2006,1.9148188829421997,2.192188024520874,2.2353129386901855,2.174999952316284,2.200000047683716,13513600
08/09/2006,1.9339263439178467,2.2140629291534424,2.2278130054473877,2.1875,2.203125,6995200
11/09/2006,1.95985746383667,2.2437500953674316,2.264688014984131,2.168750047683716,2.182188034057617,13331200
12/09/2006,2.0360138416290283,2.3309381008148193,2.343125104904175,2.246875047683716,2.25156307220459,9513600
13/09/2006,2.059488296508789,2.3578128814697266,2.364063024520874,2.317188024520874,2.3375000953674316,11289600
14/09/2006,2.057304859161377,2.3553130626678467,2.369999885559082,2.335624933242798,2.335624933242798,7593600
15/09/2006,2.0772299766540527,2.378124952316284,2.5509378910064697,2.364687919616699,2.410938024520874,7945600
18/09/2006,2.075592279434204,2.3762500286102295,2.4096879959106445,2.3531250953674316,2.382812976837158,6592000
19/09/2006,2.0504801273345947,2.3475000858306885,2.3843750953674316,2.3087499141693115,2.375,10406400
20/09/2006,2.1113507747650146,2.4171879291534424,2.429687976837158,2.3865630626678467,2.3993749618530273,10892800
21/09/2006,2.0840539932250977,2.3859379291534424,2.442188024520874,2.375,2.4312500953674316,25488000
22/09/2006,2.0480234622955322,2.3446879386901855,2.378124952316284,2.328125,2.378124952316284,9107200
25/09/2006,2.123633623123169,2.4312500953674316,2.4375,2.3259379863739014,2.3712499141693115,18835200
26/09/2006,2.1411027908325195,2.4512500762939453,2.457813024520874,2.4103128910064697,2.424999952316284,12467200
27/09/2006,2.1301839351654053,2.4387500286102295,2.4696879386901855,2.4171879291534424,2.447499990463257,13964800
28/09/2006,2.1427409648895264,2.453125,2.4640629291534424,2.4075000286102295,2.458750009536743,7222400
29/09/2006,2.1263630390167236,2.434375047683716,2.4665629863739014,2.4312500953674316,2.465625047683716,6236800
02/10/2006,2.074500322341919,2.375,2.4393749237060547,2.364375114440918,2.42343807220459,11411200
03/10/2006,2.089240312576294,2.3918750286102295,2.410938024520874,2.338749885559082,2.3531250953674316,10182400
04/10/2006,2.1850500106811523,2.50156307220459,2.507812976837158,2.372188091278076,2.387500047683716,13603200
05/10/2006,2.2137110233306885,2.534374952316284,2.539062976837158,2.4956250190734863,2.507812976837158,10790400
06/10/2006,2.201427698135376,2.520313024520874,2.539062976837158,2.5009379386901855,2.5040628910064697,10883200
09/10/2006,2.212345838546753,2.53281307220459,2.559375047683716,2.5093750953674316,2.5190629959106445,6108800
10/10/2006,2.2246286869049072,2.546875,2.5609378814697266,2.5084381103515625,2.5406250953674316,8355200
11/10/2006,2.216440200805664,2.5374999046325684,2.5687499046325684,2.480937957763672,2.518749952316284,11667200
12/10/2006,2.2901394367218018,2.621875047683716,2.621875047683716,2.5559380054473877,2.565624952316284,13142400
13/10/2006,2.3076088428497314,2.6418750286102295,2.6546878814697266,2.6078128814697266,2.621875047683716,10841600
16/10/2006,2.311976432800293,2.6468749046325684,2.6671879291534424,2.641249895095825,2.648437976837158,8934400
17/10/2006,2.2669384479522705,2.59531307220459,2.6231250762939453,2.559375047683716,2.6231250762939453,17644800
18/10/2006,2.2355473041534424,2.559375047683716,2.6268749237060547,2.5450000762939453,2.624063014984131,18384000
19/10/2006,2.2546536922454834,2.581249952316284,2.601562976837158,2.5374999046325684,2.547499895095825,18044800
20/10/2006,2.2601144313812256,2.5875000953674316,2.587812900543213,2.5456249713897705,2.583437919616699,10848000
23/10/2006,2.3005120754241943,2.6337499618530273,2.6575000286102295,2.565624952316284,2.5687499046325684,17289600
24/10/2006,2.2786753177642822,2.608750104904175,2.640000104904175,2.575313091278076,2.62656307220459,15657600
25/10/2006,2.3065168857574463,2.640625,2.6475000381469727,2.590625047683716,2.6071879863739014,12432000
26/10/2006,2.343366861343384,2.6828129291534424,2.697187900543213,2.61093807220459,2.653125047683716,15161600
27/10/2006,2.2770371437072754,2.606874942779541,2.681874990463257,2.590625047683716,2.6721880435943604,15862400
30/10/2006,2.3037874698638916,2.637500047683716,2.659374952316284,2.5875000953674316,2.6031250953674316,14374400
31/10/2006,2.3174357414245605,2.653125047683716,2.671875,2.617500066757202,2.664062976837158,13872000
01/11/2006,2.2546536922454834,2.581249952316284,2.6753129959106445,2.557499885559082,2.671875,18969600
02/11/2006,2.25683856010437,2.583750009536743,2.595937967300415,2.549062967300415,2.575000047683716,14720000
03/11/2006,2.2437357902526855,2.5687499046325684,2.6031250953674316,2.5299999713897705,2.6031250953674316,21328000
06/11/2006,2.294234275817871,2.62656307220459,2.6606249809265137,2.590938091278076,2.59531307220459,14262400
07/11/2006,2.340637445449829,2.679687976837158,2.7096879482269287,2.6343750953674316,2.6500000953674316,17193600
08/11/2006,2.372300148010254,2.715938091278076,2.726562976837158,2.6318750381469727,2.646250009536743,20691200
09/11/2006,2.3392722606658936,2.6781249046325684,2.742187976837158,2.65781307220459,2.73593807220459,16425600
10/11/2006,2.365204095840454,2.707813024520874,2.707813024520874,2.659374952316284,2.682188034057617,12476800
13/11/2006,2.4034183025360107,2.75156307220459,2.765312910079956,2.6987500190734863,2.7049999237060547,14252800
14/11/2006,2.464834451675415,2.8218750953674316,2.8218750953674316,2.729063034057617,2.7562499046325684,16041600
15/11/2006,2.480393886566162,2.8396880626678467,2.875,2.815624952316284,2.819688081741333,20153600
16/11/2006,2.5057780742645264,2.8687500953674316,2.8759379386901855,2.828125,2.8531250953674316,13100800
17/11/2006,2.500319004058838,2.862499952316284,2.862499952316284,2.817500114440918,2.831249952316284,12032000
20/11/2006,2.509873151779175,2.8734378814697266,2.884999990463257,2.8268749713897705,2.8390629291534424,10441600
21/11/2006,2.5166966915130615,2.8812499046325684,2.885313034057617,2.8556249141693115,2.87656307220459,12588800
22/11/2006,2.5483601093292236,2.9175000190734863,2.9203128814697266,2.855937957763672,2.8924999237060547,10348800
24/11/2006,2.5322561264038086,2.8990631103515625,2.929687976837158,2.8703129291534424,2.8703129291534424,7539200
27/11/2006,2.418158531188965,2.7684381008148193,2.895313024520874,2.765625,2.8703129291534424,27670400
28/11/2006,2.425255537033081,2.7765629291534424,2.793437957763672,2.7296879291534424,2.75,22169600
29/11/2006,2.464834451675415,2.8218750953674316,2.838438034057617,2.771250009536743,2.825000047683716,18070400
30/11/2006,2.4571902751922607,2.813124895095825,2.846874952316284,2.789375066757202,2.825000047683716,22441600
01/12/2006,2.42443585395813,2.775624990463257,2.8265628814697266,2.7190630435943604,2.819688081741333,29884800
04/12/2006,2.485306978225708,2.84531307220459,2.867187976837158,2.773750066757202,2.786875009536743,16713600
05/12/2006,2.497316360473633,2.859062910079956,2.8790628910064697,2.8343749046325684,2.861875057220459,12080000
06/12/2006,2.4790279865264893,2.838124990463257,2.858438014984131,2.8193750381469727,2.8531250953674316,11936000
07/12/2006,2.418430805206299,2.768749952316284,2.867187976837158,2.76718807220459,2.8531250953674316,21116800
08/12/2006,2.4429972171783447,2.796875,2.8390629291534424,2.7403130531311035,2.75156307220459,23475200
11/12/2006,2.462104082107544,2.8187499046325684,2.851249933242798,2.775624990463257,2.785938024520874,13862400
